3,4,3
316,1,4
324,1,3
327,1,3
328,1,3
329,1,3
330,1,3
331,1,4
350,1,4
398,1,3
399,1,3
400,2,3
401,2,3
514,4,2
515,4,2
516,4,2
517,4,2
518,4,2
519,4,2
520,4,2
521,4,2
522,4,2
529,1,3
531,1,4
532,1,3
533,1,3
534,1,3
680,10,2
706,10,2
717,10,2
718,10,2
719,10,2
720,10,2
721,10,2
722,10,2
723,10,2
724,10,2
725,10,2
726,10,2
727,10,2
728,10,2
729,10,2
730,10,2
731,10,2
732,10,2
733,10,2
734,10,2
735,10,2
736,10,2
737,10,2
738,10,2
739,10,2
740,10,2
741,10,2
742,10,2
743,10,2
744,10,2
745,10,2
746,10,2
747,10,2
748,10,2
749,14,1
750,14,1
751,14,1
752,14,1
753,14,1
754,14,1
755,14,1
756,14,1
757,14,1
758,14,1
759,14,1
760,14,1
761,14,1
762,14,1
763,14,1
764,14,1
765,14,1
766,14,1
767,14,1
768,14,1
769,14,1
770,14,1
771,14,1
772,14,1
773,14,1
774,14,1
775,14,1
776,14,1
777,14,1
778,14,1
779,14,1
780,14,1
781,15,1
782,14,1
783,14,1
784,14,1
785,14,1
786,14,1
787,14,1
788,14,1
789,14,1
790,14,1
791,14,1
792,14,1
793,14,1
794,14,1
795,14,1
796,14,1
797,14,1
798,14,1
799,14,1
800,14,1
801,14,1
802,4,3
803,4,3
804,4,3
805,6,2
806,6,2
807,6,2
808,4,2
809,4,2
810,4,2
811,4,2
812,4,2
813,4,2
814,10,2
815,7,2
816,7,2
817,7,2
818,7,2
819,7,2
820,7,2
821,7,2
822,10,2
823,7,2
824,7,2
825,7,2
826,7,2
827,7,2
828,7,2
829,7,2
830,10,2
831,10,2
832,10,2
833,10,2
834,10,2
835,10,2
836,10,2
838,10,2
839,10,2
840,10,2
885,10,2
886,10,2
887,10,2
888,10,2
889,10,2
890,10,2
891,10,2
892,10,2
893,10,2
894,3,2
895,10,2
896,10,2
897,10,2
898,10,2
899,10,2
900,10,2
901,10,2
902,10,2
903,10,2
904,10,2
905,10,2
906,10,2
917,10,2
918,10,2
919,10,2
920,10,2
924,10,2
925,10,2
926,10,2
927,10,2
942,10,2
943,10,2
944,10,2
945,2,2
946,4,2
947,4,2
949,5,2
950,5,2
951,5,2
953,14,1
954,14,1
955,14,1
956,14,1
957,14,1
958,14,1
959,14,1
960,14,1
961,14,1
962,14,1
963,14,1
964,14,1
965,14,1
966,14,1
967,14,1
968,14,1
969,14,1
970,14,1
971,15,1
972,14,1
973,14,1
974,14,1
975,14,1
976,15,1
977,14,1
978,14,1
979,14,1
980,15,1
981,14,1
982,14,1
983,14,1
984,14,1
985,14,1
986,14,1
987,14,1
988,14,1
989,14,1
990,14,1
991,14,1
992,14,1
993,14,1
994,2,2
995,2,2
996,2,2
997,14,1
998,14,1
999,14,1
